filname, time (UTC),avg0,s0,c0,blur0,avg1,s1,c1,blur1
1579959001.jpg,2020-01-25 13:30:00,126,2.0, 56.2,-91.5,128,2.8, 50.4,-86.1
1579960801.jpg,2020-01-25 14:00:00,96,1.5, 39.5,-98.0,98,2.2, 38.2,-91.5
1579962601.jpg,2020-01-25 14:30:00,114,1.9, 45.4,-93.9,114,2.6, 42.7,-88.2
1579964401.jpg,2020-01-25 15:00:00,77,1.3, 29.5,-102.2,78,1.7, 27.4,-96.5
1579966201.jpg,2020-01-25 15:30:00,115,2.0, 43.1,-93.6,111,2.5, 37.9,-89.6
1579968001.jpg,2020-01-25 16:00:00,95,1.5, 41.9,-98.6,94,2.1, 38.6,-92.7
1579969801.jpg,2020-01-25 16:30:00,117,1.9, 45.5,-94.2,115,2.5, 42.5,-89.5
1579971601.jpg,2020-01-25 17:00:00,88,1.4, 41.9,-100.1,90,2.0, 40.3,-93.6
1579973401.jpg,2020-01-25 17:30:00,108,1.8, 45.6,-95.5,109,2.5, 45.9,-89.4
1579975201.jpg,2020-01-25 18:00:00,104,1.6, 49.6,-97.4,106,2.2, 48.0,-91.4
1579977001.jpg,2020-01-25 18:30:00,106,1.6, 45.3,-97.2,104,2.1, 43.4,-92.2
1579978801.jpg,2020-01-25 19:00:00,74,1.2, 35.6,-105.1,77,1.6, 40.4,-97.0
1579980601.jpg,2020-01-25 19:30:00,74,1.2, 32.5,-104.3,72,1.5, 33.1,-99.0
1579982401.jpg,2020-01-25 20:00:00,77,1.2, 36.1,-104.8,76,1.6, 34.8,-98.5
1579984201.jpg,2020-01-25 20:30:00,86,1.3, 38.8,-102.8,86,1.8, 38.1,-96.5
1579986001.jpg,2020-01-25 21:00:00,74,1.1, 38.4,-107.3,74,1.5, 34.3,-101.2
1579987801.jpg,2020-01-25 21:30:00,75,1.0, 41.8,-108.2,79,1.2, 40.4,-104.5
1580040001.jpg,2020-01-26 12:00:00,157,2.4, 71.2,-91.3,159,3.5, 61.9,-83.7
1580041801.jpg,2020-01-26 12:30:00,135,2.1, 69.1,-92.0,133,3.1, 58.4,-85.6
1580043601.jpg,2020-01-26 13:00:00,117,2.1, 55.0,-93.4,127,3.0, 55.7,-86.2
1580045401.jpg,2020-01-26 13:30:00,139,2.4, 63.9,-89.7,134,3.3, 54.5,-84.1
1580047201.jpg,2020-01-26 14:00:00,95,1.7, 37.4,-96.1,100,2.4, 42.9,-89.5
1580049001.jpg,2020-01-26 14:30:00,92,1.7, 39.1,-95.8,99,2.4, 42.2,-89.6
1580050801.jpg,2020-01-26 15:00:00,92,1.6, 40.8,-96.3,94,2.2, 38.6,-91.2
1580052601.jpg,2020-01-26 15:30:00,105,1.9, 53.4,-92.7,103,2.3, 48.8,-90.2
1580054401.jpg,2020-01-26 16:00:00,107,2.2, 46.4,-91.0,114,2.9, 67.0,-86.5
1580056201.jpg,2020-01-26 16:30:00,108,2.2, 49.0,-91.0,114,2.8, 70.1,-87.6
1580058001.jpg,2020-01-26 17:00:00,114,2.4, 56.7,-89.2,114,2.6, 73.9,-88.7
1580059801.jpg,2020-01-26 17:30:00,108,2.4, 56.7,-89.7,113,2.4, 76.1,-90.3
1580061601.jpg,2020-01-26 18:00:00,112,2.5, 64.2,-88.5,117,2.3, 81.7,-91.2
1580063401.jpg,2020-01-26 18:30:00,102,2.2, 61.5,-90.7,109,2.0, 79.6,-93.4
1580065201.jpg,2020-01-26 19:00:00,105,2.3, 68.3,-90.0,114,2.0, 86.3,-93.8
1580067001.jpg,2020-01-26 19:30:00,91,1.9, 61.3,-93.6,97,1.7, 77.3,-95.6
1580068801.jpg,2020-01-26 20:00:00,79,1.2, 63.7,-100.6,84,1.5, 57.2,-96.9
1580070601.jpg,2020-01-26 20:30:00,86,1.6, 63.2,-96.1,84,1.6, 58.1,-95.9
1580072401.jpg,2020-01-26 21:00:00,97,1.4, 67.1,-96.4,88,1.8, 50.7,-94.1
1580074201.jpg,2020-01-26 21:30:00,63,1.0, 45.4,-106.5,63,1.3, 35.6,-102.5
1580126401.jpg,2020-01-27 12:00:00,166,2.6, 61.7,-88.8,162,3.6, 51.1,-82.9
1580128201.jpg,2020-01-27 12:30:00,124,2.1, 57.1,-90.7,125,2.9, 48.4,-85.3
1580130001.jpg,2020-01-27 13:00:00,123,2.0, 56.2,-91.6,118,2.8, 39.7,-87.6
1580131801.jpg,2020-01-27 13:30:00,140,2.3, 54.5,-89.9,134,3.0, 50.6,-85.8
1580133601.jpg,2020-01-27 14:00:00,104,2.6, 35.3,-91.1,109,3.4, 58.2,-84.8
1580135401.jpg,2020-01-27 14:30:00,81,1.5, 27.8,-100.1,97,2.4, 37.1,-89.2
1580137201.jpg,2020-01-27 15:00:00,89,1.5, 52.1,-97.3,83,2.0, 32.0,-92.8
1580139001.jpg,2020-01-27 15:30:00,108,2.0, 47.2,-92.4,112,2.8, 40.9,-85.9
1580140801.jpg,2020-01-27 16:00:00,93,1.6, 40.8,-98.0,95,2.3, 39.1,-90.1
1580142601.jpg,2020-01-27 16:30:00,124,2.2, 45.0,-92.0,126,2.9, 47.2,-85.6
1580144401.jpg,2020-01-27 17:00:00,103,1.8, 39.7,-95.5,106,2.5, 38.3,-89.4
1580146201.jpg,2020-01-27 17:30:00,100,1.7, 44.7,-95.7,95,2.2, 33.3,-91.8
1580148001.jpg,2020-01-27 18:00:00,102,1.7, 54.2,-94.9,100,2.2, 40.6,-91.2
1580149801.jpg,2020-01-27 18:30:00,91,1.7, 46.6,-95.9,92,1.8, 48.8,-96.1
1580151601.jpg,2020-01-27 19:00:00,101,2.2, 62.2,-91.5,113,2.0, 85.9,-95.2
1580153401.jpg,2020-01-27 19:30:00,85,1.5, 51.3,-98.5,87,1.7, 46.0,-96.0
1580155201.jpg,2020-01-27 20:00:00,96,1.9, 61.9,-92.2,101,1.9, 59.4,-92.9
1580157001.jpg,2020-01-27 20:30:00,86,2.0, 66.0,-93.0,85,1.5, 67.5,-96.2
1580158801.jpg,2020-01-27 21:00:00,79,1.3, 51.5,-99.2,81,1.5, 51.8,-95.9
1580160601.jpg,2020-01-27 21:30:00,60,0.9, 46.7,-108.0,59,1.2, 47.9,-102.9
1580211001.jpg,2020-01-28 11:30:00,51,1.0, 17.8,-111.0,56,1.4, 17.7,-103.9
1580212801.jpg,2020-01-28 12:00:00,158,2.7, 53.5,-88.4,166,3.9, 49.4,-81.3
1580214601.jpg,2020-01-28 12:30:00,109,2.1, 43.7,-92.9,104,2.5, 39.6,-89.5
1580216401.jpg,2020-01-28 13:00:00,78,1.3, 30.2,-103.2,75,1.7, 25.9,-97.9
1580218201.jpg,2020-01-28 13:30:00,144,2.0, 58.6,-94.0,147,2.9, 49.0,-87.8
1580220001.jpg,2020-01-28 14:00:00,151,3.1, 48.2,-87.2,139,3.4, 55.4,-85.0
1580221801.jpg,2020-01-28 14:30:00,69,1.5, 26.1,-99.8,71,1.8, 25.3,-96.4
1580223601.jpg,2020-01-28 15:00:00,89,1.8, 48.1,-93.6,90,2.2, 42.2,-90.4
1580225401.jpg,2020-01-28 15:30:00,94,1.8, 52.9,-92.7,93,2.2, 44.2,-90.6
1580227201.jpg,2020-01-28 16:00:00,107,2.2, 48.3,-89.6,107,2.8, 37.4,-86.3
1580229001.jpg,2020-01-28 16:30:00,118,2.5, 46.4,-87.8,119,3.2, 38.5,-84.5
1580230801.jpg,2020-01-28 17:00:00,101,1.9, 52.7,-91.3,95,2.4, 33.2,-88.5
1580232601.jpg,2020-01-28 17:30:00,115,2.2, 54.6,-89.3,112,2.9, 37.7,-85.4
1580234401.jpg,2020-01-28 18:00:00,98,1.9, 42.1,-92.3,101,2.6, 34.6,-87.5
1580236201.jpg,2020-01-28 18:30:00,87,1.7, 36.7,-95.4,92,2.3, 34.0,-89.0
1580238001.jpg,2020-01-28 19:00:00,74,1.5, 28.3,-99.2,83,2.0, 35.9,-91.5
1580239801.jpg,2020-01-28 19:30:00,74,1.5, 26.9,-99.7,75,1.9, 35.0,-93.2
1580241601.jpg,2020-01-28 20:00:00,77,1.5, 28.3,-99.3,77,1.9, 34.1,-94.0
1580243401.jpg,2020-01-28 20:30:00,69,1.3, 25.8,-101.9,68,1.7, 21.0,-97.5
1580245201.jpg,2020-01-28 21:00:00,63,1.3, 21.8,-102.8,61,1.5, 17.3,-99.7
1580247001.jpg,2020-01-28 21:30:00,59,1.1, 30.0,-104.7,57,1.4, 19.1,-100.9
1580299201.jpg,2020-01-29 12:00:00,162,2.0, 57.4,-93.6,179,3.3, 44.2,-85.7
1580301001.jpg,2020-01-29 12:30:00,120,1.7, 47.2,-95.9,120,2.5, 34.6,-90.5
1580302801.jpg,2020-01-29 13:00:00,82,1.2, 33.6,-102.2,82,1.7, 25.4,-98.3
1580304601.jpg,2020-01-29 13:30:00,97,1.4, 49.7,-99.9,99,2.0, 35.3,-94.6
1580306401.jpg,2020-01-29 14:00:00,118,1.6, 51.9,-96.3,108,2.2, 34.9,-92.5
1580308201.jpg,2020-01-29 14:30:00,97,1.4, 48.5,-99.8,97,1.9, 35.9,-94.6
1580310001.jpg,2020-01-29 15:00:00,83,1.2, 40.9,-102.4,82,1.7, 29.5,-97.8
1580311801.jpg,2020-01-29 15:30:00,98,1.4, 49.7,-98.2,98,2.0, 37.0,-93.2
1580313601.jpg,2020-01-29 16:00:00,111,1.5, 60.2,-96.7,101,2.1, 40.5,-91.8
1580315401.jpg,2020-01-29 16:30:00,156,1.8, 52.7,-93.9,153,2.6, 48.1,-87.2
1580317201.jpg,2020-01-29 17:00:00,82,1.2, 38.9,-102.2,73,1.4, 33.7,-98.9
1580319001.jpg,2020-01-29 17:30:00,104,2.0, 49.5,-92.8,107,2.0, 67.2,-92.7
1580320801.jpg,2020-01-29 18:00:00,101,1.7, 51.0,-94.6,102,1.8, 61.7,-94.4
1580322601.jpg,2020-01-29 18:30:00,106,1.9, 65.3,-92.7,106,1.8, 74.0,-95.3
1580324401.jpg,2020-01-29 19:00:00,105,1.8, 65.6,-93.4,114,1.9, 84.3,-95.5
1580326201.jpg,2020-01-29 19:30:00,91,1.6, 60.9,-96.0,97,1.6, 76.0,-97.4
1580328001.jpg,2020-01-29 20:00:00,104,1.7, 74.5,-94.6,111,1.6, 83.1,-97.9
1580329801.jpg,2020-01-29 20:30:00,84,1.4, 64.9,-99.0,86,1.4, 65.7,-99.4
1580331601.jpg,2020-01-29 21:00:00,98,1.5, 70.8,-96.2,96,1.6, 59.1,-95.6
1580333401.jpg,2020-01-29 21:30:00,65,0.8, 53.2,-108.6,66,1.2, 45.7,-101.5
1580383801.jpg,2020-01-30 11:30:00,91,1.1, 28.4,-108.3,101,1.5, 33.3,-101.3
1580385601.jpg,2020-01-30 12:00:00,150,1.3, 62.4,-101.5,151,1.9, 48.1,-94.3
1580387401.jpg,2020-01-30 12:30:00,136,1.2, 57.8,-101.7,137,1.8, 49.4,-95.9
1580389201.jpg,2020-01-30 13:00:00,98,1.3, 38.1,-102.9,108,1.7, 46.3,-96.5
1580391001.jpg,2020-01-30 13:30:00,130,1.2, 52.8,-102.5,132,1.7, 46.6,-97.1
1580392801.jpg,2020-01-30 14:00:00,116,1.2, 47.5,-102.8,117,1.6, 43.7,-98.6
1580394601.jpg,2020-01-30 14:30:00,105,1.3, 31.4,-103.6,108,1.8, 47.7,-97.8
1580396401.jpg,2020-01-30 15:00:00,86,0.9, 35.3,-109.8,81,1.1, 30.2,-106.6
1580398201.jpg,2020-01-30 15:30:00,78,0.9, 31.5,-111.6,78,1.1, 29.6,-107.4
1580400001.jpg,2020-01-30 16:00:00,97,1.2, 30.3,-106.3,103,1.5, 42.4,-102.2
1580401801.jpg,2020-01-30 16:30:00,72,0.8, 30.5,-113.9,71,1.0, 25.9,-110.2
1580403601.jpg,2020-01-30 17:00:00,106,1.3, 34.7,-102.6,112,1.5, 51.2,-101.0
1580405401.jpg,2020-01-30 17:30:00,97,1.1, 41.1,-104.5,104,1.3, 44.8,-102.3
1580407201.jpg,2020-01-30 18:00:00,116,1.5, 48.8,-98.6,114,1.4, 61.9,-100.9
1580409001.jpg,2020-01-30 18:30:00,99,1.3, 46.9,-101.6,99,1.2, 57.7,-103.6
1580410801.jpg,2020-01-30 19:00:00,103,1.3, 53.8,-100.9,108,1.2, 68.2,-102.4
1580412601.jpg,2020-01-30 19:30:00,110,1.4, 65.8,-99.0,110,1.2, 72.6,-102.7
1580414401.jpg,2020-01-30 20:00:00,97,1.2, 61.6,-102.3,107,1.2, 73.6,-103.6
1580416201.jpg,2020-01-30 20:30:00,77,0.9, 51.5,-107.4,82,0.9, 59.8,-106.9
1580418001.jpg,2020-01-30 21:00:00,96,1.1, 66.6,-103.2,97,1.0, 63.0,-105.0
1580419801.jpg,2020-01-30 21:30:00,60,0.6, 34.6,-117.5,62,0.7, 35.7,-112.9
1580470201.jpg,2020-01-31 11:30:00,70,0.8, 21.4,-114.7,81,1.1, 34.2,-105.9
1580472001.jpg,2020-01-31 12:00:00,170,1.4, 56.6,-101.0,174,2.0, 47.5,-94.1
1580473801.jpg,2020-01-31 12:30:00,133,1.2, 58.6,-103.0,134,1.6, 48.8,-96.9
1580475601.jpg,2020-01-31 13:00:00,102,1.1, 44.6,-105.7,95,1.3, 33.1,-101.7
1580477401.jpg,2020-01-31 13:30:00,123,2.0, 39.8,-95.8,115,2.3, 50.3,-91.6
1580479201.jpg,2020-01-31 14:00:00,109,1.6, 34.1,-100.5,103,2.0, 46.7,-93.6
1580481001.jpg,2020-01-31 14:30:00,119,1.6, 35.9,-99.7,120,2.3, 54.4,-90.7
1580482801.jpg,2020-01-31 15:00:00,120,1.6, 35.5,-100.2,106,2.0, 47.4,-94.3
1580484601.jpg,2020-01-31 15:30:00,118,1.5, 35.2,-101.1,113,2.0, 51.1,-94.0
1580486401.jpg,2020-01-31 16:00:00,119,1.6, 37.9,-100.4,113,2.0, 53.4,-94.4
1580488201.jpg,2020-01-31 16:30:00,118,1.6, 39.7,-99.9,117,2.0, 57.6,-94.4
1580490001.jpg,2020-01-31 17:00:00,114,1.6, 41.8,-99.2,113,1.8, 57.6,-96.9
1580491801.jpg,2020-01-31 17:30:00,110,1.6, 43.6,-98.9,114,1.7, 61.4,-98.1
1580493601.jpg,2020-01-31 18:00:00,105,1.5, 46.5,-99.8,111,1.5, 62.4,-100.1
1580495401.jpg,2020-01-31 18:30:00,97,1.3, 45.0,-103.0,106,1.3, 59.0,-102.2
1580497201.jpg,2020-01-31 19:00:00,108,1.4, 55.0,-100.0,112,1.4, 67.2,-101.4
1580499001.jpg,2020-01-31 19:30:00,88,1.2, 49.3,-103.9,92,1.1, 59.3,-105.4
1580500801.jpg,2020-01-31 20:00:00,93,1.2, 55.5,-103.6,101,1.2, 65.5,-103.4
1580502601.jpg,2020-01-31 20:30:00,76,0.8, 43.8,-110.6,75,0.8, 47.5,-109.8
1580504401.jpg,2020-01-31 21:00:00,81,0.9, 39.1,-110.3,83,0.9, 42.2,-107.6
1580506201.jpg,2020-01-31 21:30:00,62,0.6, 23.1,-120.1,62,0.7, 21.9,-115.5
1580556601.jpg,2020-02-01 11:30:00,67,0.6, 37.6,-120.6,54,0.6, 22.2,-122.3
1580558401.jpg,2020-02-01 12:00:00,146,0.6, 73.6,-112.8,149,1.0, 61.4,-106.5
1580560201.jpg,2020-02-01 12:30:00,129,0.7, 61.1,-112.6,134,0.9, 54.6,-107.7
1580562001.jpg,2020-02-01 13:00:00,150,0.8, 47.6,-110.7,145,1.0, 54.9,-105.6
1580563801.jpg,2020-02-01 13:30:00,85,0.5, 30.2,-121.5,95,0.8, 33.0,-114.1
1580565601.jpg,2020-02-01 14:00:00,97,0.5, 36.1,-119.6,93,0.7, 29.9,-115.2
1580567401.jpg,2020-02-01 14:30:00,91,0.5, 43.0,-118.8,91,0.7, 36.1,-114.4
1580569201.jpg,2020-02-01 15:00:00,83,0.5, 30.9,-123.3,87,0.7, 26.8,-116.8
1580571001.jpg,2020-02-01 15:30:00,121,0.7, 44.1,-114.1,126,1.0, 38.6,-108.1
1580572801.jpg,2020-02-01 16:00:00,86,0.5, 27.1,-122.7,90,0.7, 26.4,-115.5
1580574601.jpg,2020-02-01 16:30:00,91,0.6, 33.4,-117.9,90,1.0, 28.3,-110.1
1580576401.jpg,2020-02-01 17:00:00,65,0.5, 28.0,-123.8,61,0.8, 21.0,-115.9
1580578201.jpg,2020-02-01 17:30:00,100,0.7, 44.0,-115.4,98,1.1, 33.8,-107.8
1580580001.jpg,2020-02-01 18:00:00,80,0.5, 32.7,-121.0,79,0.9, 25.2,-111.8
1580581801.jpg,2020-02-01 18:30:00,101,0.7, 35.8,-115.3,105,1.3, 30.1,-104.7
1580583601.jpg,2020-02-01 19:00:00,74,0.6, 20.3,-121.0,82,1.1, 23.0,-107.2
1580585401.jpg,2020-02-01 19:30:00,86,0.6, 32.3,-119.6,87,0.7, 30.2,-114.5
1580587201.jpg,2020-02-01 20:00:00,78,0.5, 29.9,-122.0,76,0.6, 21.6,-119.5
1580589001.jpg,2020-02-01 20:30:00,126,0.8, 43.5,-111.8,136,1.1, 35.8,-106.0
1580590801.jpg,2020-02-01 21:00:00,99,0.6, 26.0,-119.9,91,0.7, 23.5,-116.5
1580592601.jpg,2020-02-01 21:30:00,49,0.3, 14.5,-132.1,47,0.4, 13.0,-128.7
1580643001.jpg,2020-02-02 11:30:00,47,0.9, 17.3,-112.8,49,1.2, 15.8,-105.9
1580644801.jpg,2020-02-02 12:00:00,154,2.9, 58.0,-86.7,163,4.1, 50.1,-80.5
1580646601.jpg,2020-02-02 12:30:00,124,2.6, 48.4,-88.2,125,3.3, 42.2,-83.2
1580648401.jpg,2020-02-02 13:00:00,89,1.6, 39.7,-96.9,86,2.0, 33.2,-93.6
1580650201.jpg,2020-02-02 13:30:00,124,2.5, 53.0,-88.7,129,3.3, 43.9,-84.0
1580652001.jpg,2020-02-02 14:00:00,80,1.5, 34.8,-99.3,80,2.0, 29.3,-95.3
1580653801.jpg,2020-02-02 14:30:00,91,1.7, 40.9,-96.5,86,2.2, 29.5,-93.5
1580655601.jpg,2020-02-02 15:00:00,92,1.7, 42.5,-96.7,90,2.2, 32.6,-93.3
1580657401.jpg,2020-02-02 15:30:00,128,2.4, 59.4,-89.1,129,3.2, 45.1,-85.3
1580659201.jpg,2020-02-02 16:00:00,120,2.5, 39.3,-91.0,121,3.1, 46.1,-86.6
1580661001.jpg,2020-02-02 16:30:00,109,2.5, 40.4,-91.3,108,2.7, 51.6,-89.2
1580662801.jpg,2020-02-02 17:00:00,98,2.0, 36.5,-95.0,103,2.4, 44.8,-90.7
1580664601.jpg,2020-02-02 17:30:00,80,1.5, 30.0,-100.9,81,1.9, 27.1,-96.7
1580666401.jpg,2020-02-02 18:00:00,89,1.7, 32.8,-98.5,94,2.2, 31.7,-92.9
1580668201.jpg,2020-02-02 18:30:00,108,2.0, 43.3,-93.4,103,2.5, 33.4,-90.9
1580670001.jpg,2020-02-02 19:00:00,99,1.9, 48.6,-94.4,103,2.0, 51.0,-94.0
1580671801.jpg,2020-02-02 19:30:00,73,1.4, 28.7,-101.9,77,1.7, 31.9,-96.2
1580673601.jpg,2020-02-02 20:00:00,78,1.5, 27.4,-100.1,84,2.0, 40.1,-92.1
1580675401.jpg,2020-02-02 20:30:00,77,1.5, 27.3,-100.4,78,1.9, 31.0,-94.0
1580677201.jpg,2020-02-02 21:00:00,80,1.5, 34.0,-99.8,77,1.9, 30.7,-94.1
1580679001.jpg,2020-02-02 21:30:00,85,1.4, 57.2,-98.8,82,2.0, 30.1,-93.2
1580729401.jpg,2020-02-03 11:30:00,144,2.8, 40.5,-89.0,160,3.6, 50.4,-82.8
1580731201.jpg,2020-02-03 12:00:00,173,3.3, 52.0,-85.2,180,4.2, 53.1,-80.2
1580733001.jpg,2020-02-03 12:30:00,134,2.5, 53.5,-88.1,133,3.2, 52.5,-83.1
1580734801.jpg,2020-02-03 13:00:00,111,3.2, 38.4,-85.6,123,3.9, 57.6,-80.4
1580736601.jpg,2020-02-03 13:30:00,126,3.0, 44.5,-86.6,109,3.1, 48.8,-84.7
1580738401.jpg,2020-02-03 14:00:00,107,2.9, 37.3,-88.1,104,3.5, 52.5,-83.5
1580740201.jpg,2020-02-03 14:30:00,121,3.1, 42.0,-87.2,118,3.9, 59.7,-81.7
1580742001.jpg,2020-02-03 15:00:00,118,3.0, 40.0,-88.9,111,3.6, 55.7,-84.1
1580743801.jpg,2020-02-03 15:30:00,119,2.9, 41.7,-90.0,120,3.7, 61.9,-83.6
1580745601.jpg,2020-02-03 16:00:00,118,2.9, 44.4,-89.7,118,3.5, 63.5,-84.5
1580747401.jpg,2020-02-03 16:30:00,117,2.9, 46.8,-89.4,120,3.3, 65.7,-85.1
1580749201.jpg,2020-02-03 17:00:00,117,2.8, 50.2,-88.4,122,3.1, 68.9,-85.9
1580751001.jpg,2020-02-03 17:30:00,113,2.8, 52.4,-88.1,112,2.7, 66.7,-89.0
1580752801.jpg,2020-02-03 18:00:00,113,2.8, 57.2,-88.1,118,2.6, 75.9,-89.4
1580754601.jpg,2020-02-03 18:30:00,102,2.4, 56.2,-90.5,110,2.3, 74.2,-91.9
1580756401.jpg,2020-02-03 19:00:00,97,2.2, 56.0,-91.9,106,2.1, 73.4,-93.4
1580758201.jpg,2020-02-03 19:30:00,90,1.6, 50.2,-96.5,88,1.8, 46.1,-94.4
1580760001.jpg,2020-02-03 20:00:00,98,2.3, 62.3,-91.4,106,1.9, 77.5,-92.7
1580761801.jpg,2020-02-03 20:30:00,80,1.7, 51.6,-95.5,112,2.0, 70.4,-91.9
1580763601.jpg,2020-02-03 21:00:00,96,2.0, 68.8,-92.2,93,1.8, 59.7,-93.4
1580765401.jpg,2020-02-03 21:30:00,69,1.3, 50.6,-101.1,69,1.5, 42.8,-98.5
1580815801.jpg,2020-02-04 11:30:00,102,2.0, 34.4,-96.4,119,2.7, 42.8,-88.3
1580817601.jpg,2020-02-04 12:00:00,141,2.5, 53.1,-89.8,136,3.1, 48.3,-84.3
1580819401.jpg,2020-02-04 12:30:00,148,2.6, 58.0,-89.1,152,3.5, 47.9,-82.5
1580821201.jpg,2020-02-04 13:00:00,98,1.6, 48.9,-96.8,92,2.1, 40.4,-91.7
1580823001.jpg,2020-02-04 13:30:00,108,2.0, 43.5,-93.3,105,2.5, 35.7,-88.5
1580824801.jpg,2020-02-04 14:00:00,106,1.8, 50.5,-93.7,100,2.3, 36.5,-89.8
1580826601.jpg,2020-02-04 14:30:00,133,2.3, 57.8,-90.2,129,3.0, 44.4,-85.3
1580828401.jpg,2020-02-04 15:00:00,74,1.4, 26.2,-103.0,76,1.7, 23.9,-97.8
1580830201.jpg,2020-02-04 15:30:00,95,1.8, 38.0,-97.2,83,2.0, 27.3,-95.5
1580832001.jpg,2020-02-04 16:00:00,91,1.7, 30.8,-98.8,96,2.3, 27.7,-92.4
1580833801.jpg,2020-02-04 16:30:00,109,2.0, 43.5,-95.3,113,2.7, 35.5,-88.5
1580835601.jpg,2020-02-04 17:00:00,110,1.9, 54.5,-94.4,99,2.4, 32.6,-90.7
1580837401.jpg,2020-02-04 17:30:00,116,2.0, 57.1,-93.4,114,2.7, 41.5,-87.5
1580839201.jpg,2020-02-04 18:00:00,89,1.5, 42.9,-99.6,93,2.1, 36.3,-92.0
1580841001.jpg,2020-02-04 18:30:00,72,1.3, 31.5,-103.8,72,1.7, 24.7,-97.3
1580842801.jpg,2020-02-04 19:00:00,78,1.4, 29.6,-102.7,81,2.0, 25.2,-94.7
1580844601.jpg,2020-02-04 19:30:00,76,1.4, 29.7,-102.6,73,1.8, 23.0,-97.0
1580846401.jpg,2020-02-04 20:00:00,76,1.3, 31.0,-103.3,75,1.8, 23.4,-97.0
1580848201.jpg,2020-02-04 20:30:00,99,1.6, 47.1,-98.2,93,2.0, 32.2,-94.8
1580850001.jpg,2020-02-04 21:00:00,78,1.2, 39.4,-104.1,76,1.6, 30.3,-99.8
1580851801.jpg,2020-02-04 21:30:00,63,1.0, 33.7,-107.0,65,1.3, 28.4,-103.0
1580902201.jpg,2020-02-05 11:30:00,42,0.6, 16.6,-121.3,42,0.7, 14.4,-117.4
1580904001.jpg,2020-02-05 12:00:00,154,2.2, 59.5,-92.3,159,3.0, 52.9,-86.4
1580905801.jpg,2020-02-05 12:30:00,132,2.0, 56.5,-93.5,136,3.1, 49.7,-85.5
1580907601.jpg,2020-02-05 13:00:00,111,1.7, 61.9,-94.9,101,2.5, 43.1,-87.0
1580909401.jpg,2020-02-05 13:30:00,123,2.2, 62.6,-89.4,120,2.9, 49.6,-84.3
1580911201.jpg,2020-02-05 14:00:00,98,1.9, 43.1,-92.4,99,2.5, 39.0,-88.0
1580913001.jpg,2020-02-05 14:30:00,103,2.0, 49.5,-91.4,103,2.6, 42.7,-86.9
1580914801.jpg,2020-02-05 15:00:00,89,1.7, 37.3,-96.1,92,2.2, 37.3,-90.2
1580916601.jpg,2020-02-05 15:30:00,92,1.8, 35.7,-95.2,96,2.3, 33.2,-91.0
1580918401.jpg,2020-02-05 16:00:00,88,1.7, 45.9,-96.2,83,2.0, 33.9,-94.0
1580920201.jpg,2020-02-05 16:30:00,88,1.8, 46.7,-94.0,91,2.4, 31.3,-91.2
1580922001.jpg,2020-02-05 17:00:00,96,1.9, 50.5,-93.9,86,2.2, 28.9,-92.5
1580923801.jpg,2020-02-05 17:30:00,75,1.4, 49.8,-98.9,69,1.8, 28.1,-95.6
1580925601.jpg,2020-02-05 18:00:00,115,2.2, 61.1,-89.7,103,2.7, 40.1,-86.9
1580927401.jpg,2020-02-05 18:30:00,106,2.1, 53.2,-90.3,103,2.7, 39.5,-86.4
1580929201.jpg,2020-02-05 19:00:00,84,1.6, 54.5,-95.5,78,2.0, 37.9,-92.1
1580931001.jpg,2020-02-05 19:30:00,88,1.6, 62.5,-94.9,80,2.1, 42.5,-91.3
1580932801.jpg,2020-02-05 20:00:00,102,1.9, 58.5,-92.4,97,2.4, 44.8,-88.2
1580934601.jpg,2020-02-05 20:30:00,89,1.6, 41.7,-98.0,85,2.0, 32.2,-93.7
1580936401.jpg,2020-02-05 21:00:00,72,1.3, 37.2,-102.3,73,1.7, 28.0,-97.2
1580938201.jpg,2020-02-05 21:30:00,66,1.2, 34.8,-104.4,66,1.6, 24.2,-99.6
1580988601.jpg,2020-02-06 11:30:00,45,0.7, 16.9,-116.0,52,1.1, 19.7,-107.6
1580990401.jpg,2020-02-06 12:00:00,154,2.4, 59.3,-91.8,166,2.9, 50.3,-86.4
1580992201.jpg,2020-02-06 12:30:00,110,1.7, 54.4,-95.1,119,1.9, 50.1,-93.5
1580994001.jpg,2020-02-06 13:00:00,167,2.7, 69.4,-89.6,179,3.2, 61.3,-86.0
1580995801.jpg,2020-02-06 13:30:00,95,1.7, 45.3,-95.9,97,2.4, 39.0,-88.7
1580997601.jpg,2020-02-06 14:00:00,100,1.7, 45.9,-96.2,91,1.6, 36.0,-96.9
1580999401.jpg,2020-02-06 14:30:00,110,1.7, 54.4,-95.4,107,1.6, 45.2,-96.1
1581001201.jpg,2020-02-06 15:00:00,91,1.3, 42.8,-102.4,92,1.3, 40.2,-99.3
1581003001.jpg,2020-02-06 15:30:00,82,1.2, 42.6,-104.2,83,1.1, 38.9,-103.8
1581004801.jpg,2020-02-06 16:00:00,96,1.4, 52.2,-100.5,92,1.5, 44.5,-96.3
1581006601.jpg,2020-02-06 16:30:00,102,1.5, 55.0,-98.7,102,1.4, 47.8,-98.9
1581008401.jpg,2020-02-06 17:00:00,81,1.3, 37.8,-103.5,86,1.4, 36.1,-100.6
1581010201.jpg,2020-02-06 17:30:00,120,2.0, 59.6,-94.8,118,1.8, 51.1,-95.8
